0, 670, 65536
1, 670, 65536
1, 688, 65536
2, 688, 65536
2, 691, 65536
3, 691, 65536
3, 695, 65536
4, 695, 65536
4, 709, 65536
6, 709, 65536
6, 710, 65536
7, 710, 65536
7, 722, 65536
8, 722, 65536
8, 730, 65536
9, 730, 65536
9, 734, 65536
10, 734, 65536
10, 735, 65536
12, 735, 65536
12, 737, 65536
15, 737, 65536
15, 738, 65536
17, 738, 65536
17, 747, 65536
20, 747, 65536
22, 747, 65536
22, 748, 65536
36, 748, 65536
36, 750, 65536
50, 750, 65536
50, 752, 65536
102, 752, 65536
102, 753, 65536
105, 753, 65536
105, 756, 65536
129, 756, 65536
129, 756, 65536
138, 756, 65536
138, 756, 65536
304, 756, 65536
304, 762, 65536
330, 762, 65536
330, 764, 65536
333, 764, 65536
333, 768, 65536
474, 768, 65536
474, 786, 65536
482, 786, 65536
482, 786, 65536
487, 786, 65536
487, 787, 65536
497, 787, 65536
497, 789, 65536
499, 789, 65536
499, 791, 65536
516, 791, 65536
516, 793, 65536
519, 793, 65536
519, 793, 65536
546, 793, 65536
546, 795, 65536
573, 795, 65536
573, 798, 65536
589, 798, 65536
589, 802, 65536
617, 802, 65536
617, 802, 65536
631, 802, 65536
